label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
040;dress shirt;dress shirt;Anzughemd;camisa de vestir;camisa de vestir;chemise habillée;chemise habillée;camicia classica;net overhemd;衬衫;襯衫;ワイシャツ;와이셔츠;классическая рубашка
042;sailor's tee;sailor's tee;Marineshirt;camiseta marinera;camiseta marinera;t-⁠shirt matelot;t-⁠shirt matelot;maglietta da marinaio;matrozenshirt;短袖水手服;短袖水手服;はんそでセーラーふく;세일러복;майка моряка
043;simple parka;simple parka;Kapuzenpulli;sudadera con capucha;sudadera con capucha;sweat à capuche simple;coton ouaté simple;felpa semplice;hoody;简约连帽上衣;簡約連帽上衣;シンプルなパーカー;심플한 파카;простая толстовка
044;kids' smock;kids' smock;Malkittel;jersey parvulario;bata de kínder;blouse enfant;blouse enfant;maglia da scolaro;kinderjakje;儿童罩衣;兒童罩衣;スモック;유치원생 옷;детская кофточка
056;graduation gown;graduation gown;Uni-Robe;túnica graduación;túnica graduación;tenue remise de diplôme;tenue remise de diplôme;toga da laurea;afstudeertoga;学士服;學士服;がくしのふく;학사 가운;одеяние магистра
059;short-sleeve dress shirt;short-sleeve dress shirt;Kurzarmhemd;camisa de manga corta;camisa de manga corta;chemisette habillée;chemisette habillée;camicia a maniche corte;kortemouwenoverhemd;短袖衬衫;短袖襯衫;はんそでワイシャツ;반팔 와이셔츠;легкая рубашка
060;sleeveless dress shirt;sleeveless dress shirt;Sommeranzughemd;camisa sin mangas;camisa sin mangas;chemise sans manches;chemise sans manches;camicia smanicata;mouwloos overhemd;无袖有领衬衫;無袖有領襯衫;ノースリーブえりつきシャツ;민소매 셔츠;безрукавка
062;sea captain's coat;sea captain's coat;Piratenmantel;casaca pirata;casaca pirata;manteau de pirate;manteau de pirate;giaccone da pirata;kapiteinsjas;海盗大衣;海盜大衣;かいぞくのコート;해적 코트;сюртук капитана
064;hanten jacket;hanten jacket;Hanten-Jacke;bata de invierno gruesa;bata de invierno gruesa;veste hanten;gilet hanten;giacca hanten;hanten-jas;和服外套;日式棉襖外套;はんてん;방한복;куртка хантен
070;raincoat;raincoat;Regenmantel;impermeable;impermeable;imperméable;imperméable;impermeabile;regenjas;雨衣;雨衣;レインコート;우비;дождевик
071;noble coat;noble coat;Adelsrobe;casaca nobiliaria;casaca nobiliaria;redingote;redingote;redingote;aristocratenjas;贵族大衣;貴族大衣;きぞくのコート;귀족 코트;сюртук вельможи
072;polo shirt;polo shirt;Polohemd;polo de dependiente;camiseta polo;polo;polo;polo;poloshirt;Polo衫;Polo衫;ポロシャツ;폴로 셔츠;тенниска
073;doctor's coat;doctor's coat;Arztkittel;bata médica;bata médica;blouse de docteur;sarrau;camice da medico;doktersjas;医生袍;醫生袍;はくい;백의;халат врача
074;chef's outfit;chef's outfit;Koch-Outfit;uniforme de chef;uniforme de chef;tenue de chef;tenue de chef;divisa da cuoco;koksbuis;厨师服;廚師衣服;コックさんのふく;요리사 옷;одежда повара
075;café uniform;café uniform;Kellnerkleidung;uniforme de camarero;uniforme de camarero;tenue de barista;tenue de barista;gilet da barista;kelnersgilet;咖啡店制服;咖啡店制服;カフェのせいふく;카페 유니폼;форма официанта
076;gym tee;gym tee;Gymnastikshirt;camiseta sport;camiseta sport;t-⁠shirt sport;t-⁠shirt sport;maglietta sportiva;gymnastiekshirt;体操服;體操服;たいそうふく;체육복;спортивная футболка
077;tank;tank;Tanktop;top básico;top básico;débardeur;camisole;canotta;tanktop;坦克背心;坦克背心;タンクトップ;탱크톱;топ
078;comedian's outfit;comedian's outfit;Komikerjacke;chaqueta de humorista;saco de humorista;tenue de comique;tenue d'humoriste;giacca da umorista;komiekenjasje;喜剧演员服;諧星衣服;コメディアンなふく;코미디언 옷;пиджак юмориста
079;biker jacket;biker jacket;Bikerjacke;chaqueta rock;chamarra rock;veste de motard;manteau de motard;giacca da motociclista;motorjack;机车皮外套;騎士皮外套;ライダースジャケット;라이더 재킷;косуха
080;garden tank;garden tank;Gartentop;top flores;top flores;débardeur jardin;camisole jardin;canotta millefiori;gebloemd hemdje;花朵图案细肩带背心;花紋圖案細肩帶背心;はながらのプリントキャミ;꽃무늬 캐미솔;летний топ
081;denim jacket;denim jacket;Bluejeansjacke;chaqueta vaquera;chamarra de jean;veste en jean;manteau en jean;giacca di jeans;spijkerjasje;牛仔外套;牛仔外套;デニムジャケット;데님 재킷;джинсовая куртка
082;rubber apron;rubber apron;Kunststoffschürze;delantal rígido;delantal rígido;tablier caoutchouc;tablier caoutchouc;grembiule di gomma;rubber schort;橡胶围裙;橡膠圍裙;ゴムエプロン;고무 앞치마;резиновый фартук
083;fishing vest;fishing vest;Angelweste;chaleco de pesca;chaleco de pesca;veste de pêcheur;veste de pêcheur;giubbotto da pesca;vissersvest;钓鱼背心;釣魚背心;つりジャケット;낚시 재킷;жилет рыбака
084;faux-shearling coat;faux-shearling coat;Kunstfelljacke;trenca sherpa;abrigo piel sintética;manteau fourré;manteau fourré;giacca di finto montone;winterjas;麂皮大衣;麂皮大衣;ムートンコート;양가죽 코트;пальто «под овчину»
085;flannel shirt;flannel shirt;Flanellhemd;camisa de franela;camisa de franela;chemise en flanelle;gilet en flanelle;camicia di flanella;houthakkershemd;法兰绒衬衫;法蘭絨襯衫;ネルシャツ;플란넬 셔츠;шотландка
086;denim vest;denim vest;Jeansweste;chaleco vaquero;chaleco de jean;veston en jean;veste en jean;gilet di jeans;mouwloos spijkerjasje;牛仔背心;牛仔背心;そでなしＧジャン;민소매 데님 재킷;джинсовый жилет
087;apron;apron;Kittelschürze;delantal;delantal;tablier;tablier;grembiule;schort;围裙;圍裙;エプロン;앞치마;фартук
088;military uniform;military uniform;Militärjacke;chaqueta militar;uniforme militar;veste militaire;manteau militaire;giacca militare;paleiswachtersjas;骑兵队制服;騎兵隊衣服;へいたいのふく;군인 옷;военная форма
090;cavalier shirt;cavalier shirt;Edelmann-Hemd;jersey de mosquetero;suéter mosquetero;tenue de mousquetaire;tenue de mousquetaire;giubba da moschettiere;musketierstuniek;候补骑士服;騎士衣服;じゅうきしのふく;기사 옷;форма кавалериста
091;pineapple aloha shirt;pineapple aloha shirt;Ananas-Hawaiihemd;camisa aloha piñas;camisa aloha piñas;chemisette Hawaï ananas;chemise aloha ananas;camicia aloha con ananas;ananas-hawaïshirt;凤梨夏威夷衬衫;鳳梨圖案夏威夷襯衫;パインがらアロハシャツ;파인애플 알로하 셔츠;ананасная гавайка
092;lacy tank;lacy tank;Spitzentop;top encaje;top encaje;débardeur en mousseline;camisole en mousseline;canotta merlettata;kanten hemdje;蕾丝细肩带背心;蕾絲細肩帶背心;レースのキャミソール;레이스 캐미솔;легкий топ
093;athletic jacket;athletic jacket;Sportjacke;sudadera sport;sudadera sport;veste survêt;haut de sport;maglia da jogging;atletiekjasje;运动服;運動服;ジャージ;트레이닝복;спортивная куртка
094;western shirt;western shirt;Western-Hemd;jersey de vaquero;camisa de vaquero;chemise western;gilet western;camicia da cowboy;westernshirt;西部牛仔装;西部牛仔衣服;ウェスタンなふく;웨스턴풍 옷;рубашка из вестерна
095;relay tank;relay tank;Staffellauf-Top;top maratón;top maratón;débardeur marathon;camisole marathon;canotta da maratona;marathonshirt;接力赛服;接力賽衣服;えきでんなふく;마라토너 옷;эстафетный топ
096;silk floral-print shirt;silk floral-print shirt;Asia-Bluse;camiseta de seda exótica;camiseta flores;chemisette chinoise;chemisette florale de soie;maglietta di seta esotica;gebloemd zijden shirt;短袖中国风上衣;短袖中華風衣服;はんそでチャイナふく;중국풍 반팔 옷;легкая шелковая рубашка
097;soccer-uniform top;soccer-uniform top;Fußballtrikot;camiseta equipo de fútbol;camiseta equipo de fútbol;maillot de foot;chandail de soccer;maglietta da calcio;voetbalshirt;足球队服;足球隊服;サッカーのユニフォーム;축구 유니폼;футболка
098;tiger jacket;tiger jacket;Tigerjacke;cazadora tigre;chamarra tigre;veste tigre;manteau tigre;giacca tigre;tijgerjasje;虎纹飞行外套;虎紋飛行外套;トラのスカジャン;호랑이 점퍼;куртка с тигром
099;happi tee;happi tee;Happi-Jacke;chaqueta festival;camisa festival;happi;happi;maglietta da festa;happi-jasje;祭典和服;祭典和服;はっぴ;일본풍 축제 가운;кимоно хаппи
100;dragon jacket;dragon jacket;Drachenjacke;cazadora dragón;chamarra dragón;veste dragon;manteau dragon;giacca drago;drakenjasje;龙纹飞行外套;龍紋飛行外套;ドラゴンのスカジャン;용 점퍼;куртка с драконом
1005;MVP tee;MVP tee;MVP-Shirt;camiseta MVP;camiseta MVP;t-⁠shirt MVP;t-shirt MVP;maglietta MVP;MVP-T-⁠shirt;MVP T恤;MVP T恤;ＭＶＰなＴシャツ;MVP 티셔츠;футболка MVP
1006;No. 1 shirt;No. 1 shirt;Nr.-1-Shirt;camiseta n.º 1;camiseta n.º 1;t-⁠shirt 1;t-⁠shirt 1;maglia nº 1;nummer 1-T-⁠shirt;1号服;No.1衣服;No.1のふく;No.1 옷;футболка «Первый»
101;camo tee;camo tee;Tarnshirt;camiseta camuflaje;camiseta camuflaje;t-⁠shirt camouflage;t-⁠shirt camouflage;maglietta mimetica;camouflage-T-⁠shirt;迷彩上衣;迷彩衣服;めいさいなふく;밀리터리 상의;камуфляжная футболка
102;cycling shirt;cycling shirt;Radlerjacke;maillot de ciclista;playera de ciclista;pull cycliste;gilet cycliste;maglia da ciclista;wielrennersshirt;单车运动服;單車運動服;サイクルジャージ;자전거 경주복;веломайка
1021;danger tank;danger tank;Linientop;top peligro;top peligro;débardeur danger;camisole danger;canotta ape;gevarentanktop;警示坦克背心;警示坦克背心;デンジャラスなタンクトップ;위험한 탱크톱;топ «Опасно!»
1022;heart sweater;heart sweater;Herzpulli;jersey corazón;suéter corazón;pull cœur;gilet cœur;maglione cuore;hartentrui;爱心毛衣;愛心毛衣;ハートのセーター;하트 스웨터;свитер с сердечком
1023;tree sweater;tree sweater;Baumpulli;jersey pino;suéter pino;pull sapin;gilet sapin;maglione albero;dennenboomtrui;树木毛衣;樹木毛衣;きのセーター;나무 스웨터;свитер с елкой
1024;frog tee;frog tee;Quak-Shirt;camiseta ranita;camiseta ranita;t-⁠shirt rainette;t-shirt rainette;maglietta rana;kikker-T-⁠shirt;青蛙T恤;青蛙T恤;かえるのＴシャツ;개구리 그림 티셔츠;футболка с лягушкой
1025;bear tee;bear tee;Teddy-Shirt;camiseta osito;camiseta osito;t-⁠shirt ours;t-⁠shirt ours;maglietta orsetto;beren-T-⁠shirt;熊熊T恤;熊熊T恤;くまのＴシャツ;곰 그림 티셔츠;футболка с медведем
1026;rabbit tee;rabbit tee;Häschenshirt;camiseta conejito;camiseta conejito;t-⁠shirt lapin;t-⁠shirt lapin;maglietta coniglietto;konijnen-T-⁠shirt;兔子T恤;兔子T恤;うさぎのＴシャツ;토끼 그림 티셔츠;футболка с зайцем
1027;animal-stripes tee;animal-stripes tee;Tigerstreifenshirt;camiseta rayas animales;camiseta guepardo;t-⁠shirt tigré;t-⁠shirt motif animalier;maglietta animalier;tijger-T-⁠shirt;动物条纹T恤;橫條紋T恤;しましまＴシャツ;얼룩무늬 티셔츠;звериная футболка
1028;leopard tee;leopard tee;Leopardenshirt;camiseta de leopardo;camiseta de leopardo;t-⁠shirt léopard;t-⁠shirt léopard;maglietta maculata;luipaard-T-⁠shirt;豹纹T恤;豹紋T恤;ヒョウがらＴシャツ;표범무늬 티셔츠;леопардовая футболка
1029;bone tee;bone tee;Knochenshirt;camiseta huesito;camiseta huesito;t-⁠shirt os;t-⁠shirt os;maglietta osso;botten-T-⁠shirt;骨头T恤;骨頭T恤;ボーンなＴシャツ;뼈다귀 그림 티셔츠;футболка с костью
103;chick tee;chick tee;Kükenshirt;camiseta pollitos;camiseta pollitos;t-⁠shirt poussins;t-⁠shirt poussins;maglietta pulcini;kuikentjes-T-⁠shirt;小鸡T恤;小雞T恤;ひよこがらＴシャツ;병아리무늬 티셔츠;футболка с цыплятами
1030;misty tee;misty tee;Nebelshirt;camiseta bruma;camiseta bruma;t-⁠shirt brume;t-⁠shirt brume;maglietta nebbia;nevel-T-⁠shirt;云雾上衣;雲霧衣服;かすみのふく;봄안개 옷;футболка «Туман»
1031;marble-dots tee;marble-dots tee;Buntpünktchenshirt;camiseta topos multicolor;camiseta lunares multicolor;t-⁠shirt à pois arlequin;t-⁠shirt à pois arlequin;maglietta a pois colorati;discostippel-T-⁠shirt;彩色波点T恤;圓點點T恤;マーブルドットのＴシャツ;마블 도트 티셔츠;футболка в цветной горох
1032;simple-dots tee;simple-dots tee;Unipünktchenshirt;camiseta topos;camiseta a lunares;t-⁠shirt à pois simples;t-⁠shirt à pois simples;maglietta a pois semplici;T-⁠shirt met stippen;简约波点T恤;簡約點點T恤;シンプルドットのＴシャツ;심플 도트 티셔츠;футболка в горох
1033;zigzag shirt;zigzag shirt;Zickzackpulli;jersey zigzag;suéter zigzag;pull zigzag;pull zigzag;maglietta zigzag;kartelshirt;锯齿纹T恤;鋸齒紋T恤;ギザギザのＴシャツ;뾰족뾰족 티셔츠;лонгслив с зигзагом
1034;blossom tee;blossom tee;Blumenshirt;camiseta florida;camiseta florida;t-⁠shirt à imprimé floral;t-⁠shirt fleuri;maglietta floreale;T-⁠shirt met bloemopdruk;花朵T恤;花紋T恤;はながらのＴシャツ;꽃무늬 티셔츠;футболка в цветочек
1035;bold aloha shirt;bold aloha shirt;Aloha-Hemd;camisa aloha polinesia;camisa aloha polinesia;chemise aloha;chemise aloha;camicia aloha sgargiante;bontgekleurd hawaïshirt;波利尼西亚夏威夷衬衫;玻里尼西亞夏威夷襯衫;ポリネシアンなアロハ;폴리네시안 알로하 셔츠;цветастая гавайка
1036;spider-web tee;spider-web tee;Spinnwebenshirt;camiseta telaraña;camiseta telaraña;t-⁠shirt toile d'araignée;t-⁠shirt toile d'araignée;maglietta ragnatela;spinnenweb-T-⁠shirt;蜘蛛网T恤;蜘蛛T恤;スパイダーなＴシャツ;스파이더 티셔츠;футболка с паутиной
1037;skull tee;skull tee;Schädelshirt;camiseta calavera;camiseta calavera;t-⁠shirt crâne;t-⁠shirt crâne;maglietta teschio;schedel-T-⁠shirt;骷髅T恤;骷髏T恤;ドクロＴシャツ;해골 티셔츠;футболка с черепом
1038;A tee;A tee;A-Shirt;camiseta A;camiseta A;t-⁠shirt A;t-⁠shirt A;maglietta A;A-⁠shirt;A字T恤;A字T恤;エースのＴシャツ;에이스 티셔츠;футболка «А»
1046;starry tank;starry tank;Sternen-Tanktop;top estrellas;top estrellas;débardeur à étoiles;camisole à étoiles;canotta stellata;sterrentanktop;星星坦克背心;星星坦克背心;ほしがらタンクトップ;별무늬 탱크톱;футболка со звездами
1047;flame tee;flame tee;Feuershirt;camiseta fuego;camiseta fuego;t-⁠shirt flamme;t-⁠shirt flamme;maglietta fiamma;vlammenshirt;火焰T恤;火焰T恤;ファイアーなＴシャツ;파이어 티셔츠;футболка с пламенем
1056;Mom's hand-knit sweater;Mom's hand-knit sweater;Strickpulli von Mama;jersey de punto de mamá;suéter tejido de mamá;pull tricoté par maman;gilet tricoté par maman;maglione di mamma;mama's zelfgebreide trui;妈妈手编毛衣;媽媽手編毛衣;ははのてあみセーター;엄마가 직접 짠 스웨터;связанная мамой кофта
1057;Mom's handmade apron;Mom's handmade apron;Häkelschürze von Mama;delantal de mamá;delantal de mamá;tablier cousu par maman;tablier cousu par maman;grembiule di mamma;mama'⁠s zelfgenaaide schort;妈妈手作围裙;媽媽手作圍裙;ははのてづくりエプロン;엄마가 직접 만든 앞치마;сшитый мамой фартук
1058;simple knit sweater;simple knit sweater;Einfarben-Strickpulli;jersey de punto sencillo;suéter tejido sencillo;pull tricoté simple;gilet tricoté simple;maglione semplice;eenvoudige gebreide trui;简约针织衫;簡約針織衫;シンプルなニット;심플한 니트;простой вязан. свитер
106;argyle vest;argyle vest;Argyle-Pullunder;chaleco pijo;chaleco rombos;gilet écossais;gilet écossais;gilet a rombi;argyle-spencer;菱格纹背心;菱格紋背心;アーガイルベスト;아가일 베스트;жилет аргайл
1062;viking top;viking top;Wikingergewand;cota de escamas vikinga;cota de escamas vikinga;armure viking;armure viking;maglione vichingo;Vikingtrui;维京人服;維京人衣服;バイキングのふく;바이킹 옷;доспехи викинга
1063;dotted raincoat;dotted raincoat;Punkte-Regenmantel;chubasquero lunares;impermeable a lunares;imperméable gouttes d'eau;imperméable gouttes d'eau;impermeabile a pois;regenjas met stippen;水滴雨衣;圓點雨衣;みずたまレインコート;물방울 우비;дождевик в горох
1066;diner apron;diner apron;Dinerschürze;delantal café años 50;delantal café años 50;tablier nostalgique;tablier nostalgique;grembiule bar anni '50;serveerdersschort;餐馆围裙;餐館圍裙;ダイナーのエプロン;다이너 앞치마;фартук буфетчицы
107;explorer shirt;explorer shirt;Safarishirt;camisa de exploración;camisa de exploración;chemise aventure;chemise aventure;camicia da esploratore;ontdekkingsreizigersshirt;探险服;探險衣服;たんけんふく;탐험복;рубашка исследователя
1072;printed layered shirt;printed layered shirt;Design-Lagenshirt;camiseta serigrafiada;camiseta serigrafiada;t-⁠shirt à effet superposé;t-⁠shirt à effet superposé;maglia a strati con stampa;laagjesshirt met opdruk;两件式印花T恤;兩件式印花T恤;かさねぎプリントＴシャツ;레이어드 프린트 티셔츠;лонгслив и майка (текст)
1074;printed-sleeve sweater;printed-sleeve sweater;Ärmelaufdruck-Pulli;jersey mangas serigrafiadas;suéter mangas serigrafiadas;pull manches imprimées;coton ouaté sérigraphié;maglia a maniche stampate;trui met mouwprint;袖子印花T恤;袖子印花T恤;アームプリントＴシャツ;팔 프린트 티셔츠;лонгслив «Животные»
1078;plaid puffed-sleeve shirt;plaid puffed-sleeve shirt;Karo-Puffärmelhemd;blusa tartán manga farol;blusa escocesa manga farol;haut à manches ballon;haut à manches ballons;maglia maniche a sbuffo;pofmouwenshirt;格纹蓬蓬袖上衣;方塊格紋蓬蓬袖上衣;ブロックチェックのパフスリーブ;블록 체크 퍼프 셔츠;клетчатая летняя блузка
1079;dolly shirt;dolly shirt;Püppchenhemd;blusa adorable;blusa adorable;chemise dolly;chemise dolly;maglia adorabile;popperige blouse;洋娃娃风衬衫;洋娃娃風襯衫;ドーリーシャツ;돌리 셔츠;кукольная блузка
108;flashy jacket;flashy jacket;Imponierblazer;chaqueta cruzada llamativa;saco cruzado llamativo;veste tape-à-l'œil;manteau tape-à-l'œil;giacchetta vistosa;glanzend jasje;华丽外套;鮮艷外套;ハデなジャケット;화려한 재킷;броский пиджак
1081;work apron;work apron;Arbeitsschürze;delantal de trabajo;delantal de trabajo;tablier de travail;tablier de travail;grembiule da lavoro;werkschort;工作围裙;工作圍裙;ワークエプロン;작업용 앞치마;рабочий фартук
1082;botanical tee;botanical tee;Botanik-Shirt;camiseta jardín botánico;camiseta jardín botánico;t-shirt botanique;t-shirt botanique;maglietta botanica;tropisch T-shirt;植物图案T恤;植物圖案T恤;ボタニカルＴシャツ;보태니컬 티셔츠;ботаническая футболка
1083;groovy shirt;groovy shirt;Hippie-Hemd;camisa psicodelia;camisa psicodelia;chemise groovy;chemise groovy;maglia hippy;groovy overhemd;迷幻T恤;迷幻T恤;サイケデリックシャツ;사이키델릭 셔츠;экстравагантная рубашка
109;work shirt;work shirt;Bürohemd;camisa con corbata;camisa con corbata;chemise de bureau;chemise bureau;camicia da ufficio;kantooroverhemd;配领带衬衫;領帶配襯衫;ネクタイつきワイシャツ;넥타이&와이셔츠;офисная рубашка
110;sushi chef's outfit;sushi chef's outfit;Sushikochjacke;chaqueta de chef de sushi;uniforme de chef sushi;tenue de chef sushi;tenue de chef sushi;giacca da chef di sushi;sushikoksbuis;日本料理厨师服;日本料理廚師衣服;いたまえのふく;일식 주방장 옷;одежда мастера суши
111;emblem blazer;emblem blazer;Blazer;americana;saco uniforme;blazer emblème;blazer emblème;giacca con stemma;blazer;制服外套;制服外套;ブレザー;블레이저;блейзер с эмблемой
112;royal shirt;royal shirt;Königswams;jersey real;saco real;manteau royal;manteau royal;maglia reale;koninklijke mantel;国王服;國王衣服;おうさまのふく;임금님 옷;королевская мантия
1126;Labelle knit shirt;Labelle knit shirt;Samthea-Jerseyhemd;camiseta de punto Trini;camiseta tejida Trini;t-shirt tricoté Maria;t-shirt tricoté Maria;maglietta Bice;gebreid Labelle-T-shirt;凯丝的针织衫;凱絲針織衫;ケイトのカットソー;케이트의 니트 티셔츠;вязаная майка «Лэйблеск»
1127;Labelle coat;Labelle coat;Samthea-Mantel;abrigo Trini;abrigo Trini;manteau Maria;manteau Maria;cappotto Bice;Labelle-jas;凯丝的大衣;凱絲大衣;ケイトのコート;케이트의 코트;пальто «Лэйблеск»
1140;Nook Inc. blouson;Nook Inc. blouson;Nook-Inc.-Blouson;sudadera de Nook Inc.;sudadera de Nook Inc.;blouson Nook Inc.;blouson Nook Inc.;bomber Nook Inc.;Nook Inc.-jack;Nook Inc.外套;Nook Inc.外套;たぬきかいはつブルゾン;Nook Inc. 집업;блузон Nook Inc.
1141;Nook Inc. aloha shirt;Nook Inc. aloha shirt;Nook-Inc.-Hawaiihemd;camisa aloha de Nook Inc.;camisa aloha de Nook Inc.;chemisette Hawaï Nook Inc.;chemisette Hawaï Nook Inc.;camicia aloha Nook Inc.;Nook Inc.-shirt;Nook Inc.夏威夷衬衫;Nook Inc.夏威夷襯衫;たぬきかいはつアロハ;Nook Inc. 알로하 셔츠;гавайка Nook Inc.
1146;big-star tee;big-star tee;Nachtshirt;camiseta estrellón;camiseta estrella enorme;t-shirt étoile;t-shirt étoile;maglietta stellona;stershirt;最闪耀星星上衣;最閃耀星星衣服;いちばんぼしのふく;큰별 옷;футболка со звездой
1149;Nook Inc. tee;Nook Inc. tee;Nook-Inc.-Shirt;camiseta de Nook Inc.;camiseta de Nook Inc.;t-shirt Nook Inc.;t-shirt Nook Inc.;maglietta Nook Inc.;Nook Inc.-T-shirt;Nook Inc.T恤;Nook Inc.T恤;たぬきかいはつＴシャツ;Nook Inc. 티셔츠;футболка Nook Inc.
1151;bug aloha shirt;bug aloha shirt;Insekten-Hawaiihemd;camisa aloha bichos;camisa aloha insectos;chemisette Hawaï insectes;chemisette Hawaï insectes;camicia aloha insetti;insecten-hawaïshirt;虫虫夏威夷衬衫;昆蟲夏威夷襯衫;インセクトアロハ;곤충 알로하 셔츠;гавайка с насекомыми
1152;fish-print tee;fish-print tee;Anglershirt;camiseta estampada pez;camiseta estampada pez;t-shirt à motif poisson;t-shirt à motif poisson;maglietta pesce stampato;vissenshirt;鱼儿T恤;魚兒T恤;さかなＴシャツ;물고기 티셔츠;рыбная футболка
1154;terry-cloth nightgown;terry-cloth nightgown;Frottee-Nachthemd;bata de dormir;bata de dormir;chemise nuit tissu éponge;chemise nuit tissu éponge;vestito di spugna;badstoffen nachtjapon;毛绒长袍;毛絨睡袍;もこもこナイトガウン;복슬복슬 수면 잠옷 상의;махровая ночнушка
1160;plushie-muffler coat;plushie-muffler coat;Kuscheltier-Schal-Outfit;abrigo con chal de peluche;abrigo con chal de peluche;caban à écharpe en peluche;manteau foulard en peluche;cappotto e sciarpa imbottita;jas met knuffelsjaal;玩偶围巾大衣;玩偶圍巾大衣;ぬいぐるみマフラーつきコート;인형 머플러 코트;пальто с теплым кашне
1165;No. 2 shirt;No. 2 shirt;Nr.-2-Shirt;camiseta n.º 2;camiseta n.º 2;t-⁠shirt 2;t-⁠shirt 2;maglia nº 2;nummer 2-⁠T-⁠⁠shirt;2号服;2號衣服;No.2のふく;No.2 옷;футболка «Второй»
1166;No. 3 shirt;No. 3 shirt;Nr.-3-Shirt;camiseta n.º 3;camiseta n.º 3;t-⁠shirt 3;t-⁠shirt 3;maglia nº 3;nummer 3-⁠T-⁠⁠shirt;3号服;3號衣服;No.3のふく;No.3 옷;футболка «Третий»
1167;No. 4 shirt;No. 4 shirt;Nr.-4-Shirt;camiseta n.º 4;camiseta n.º 4;t-⁠shirt 4;t-⁠shirt 4;maglia nº 4;nummer 4-⁠T-⁠⁠shirt;4号服;4號衣服;No.4のふく;No.4 옷;футболка «Четвертый»
1168;konnichiwa tee;konnichiwa tee;Konnichiwa-Shirt;camiseta «⁠konnichiwa»;camiseta "⁠konnichiwa";t-shirt konnichiwa;t-shirt konnichiwa;maglietta konnichiwa;konnichiwa-T-shirt;空尼奇瓦T恤;konnichiwa T恤;こんにちはＴシャツ;곤니치와 티셔츠;футболка Konnichiwa
