label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
Bush_12481;young orange tea olive;young orange tea olive;Honig-Duftblütenbüschlein;olivo oloroso naranja joven;olivo oloroso naranja joven;jeune osmanthus orange;jeune osmanthus orange;osmanto arancio giovane;jonge oranje schijnhulst;橙色桂花小树;橘色桂花小樹;オレンジキンモクセイのわかぎ;어린 오렌지색 금목서나무;кустик оранж. османтуса
Bush_12482;orange-tea-olive bush;orange-tea-olive bush;Honig-Duftblütenbusch;olivo oloroso naranja adulto;olivo oloroso naranja adulto;buiss. d'osmanthus orange;buiss. d'osmanthus orange;osmanto arancio adulto;oranje schijnhulst;橙色桂花树;橘色桂花樹;オレンジキンモクセイのき;오렌지색 금목서나무;куст оранжев. османтуса
Bush_12488;young red camellia;young red camellia;Rot-Kamelienbüschlein;camelia roja joven;camelia roja joven;jeune camélia rouge;jeune camélia rouge;camelia rossa giovane;jonge rode camelia;红色山茶花小树;紅色山茶花小樹;あかいツバキのわかぎ;어린 빨간 동백나무;кустик красной камелии
Bush_12489;red-camellia bush;red-camellia bush;Rot-Kamelie;camelia roja adulta;camelia roja adulta;buisson de camélia rouge;buisson de camélia rouge;camelia rossa adulta;rode camelia;红色山茶花树;紅色山茶花樹;あかいツバキのき;빨간 동백나무;куст красной камелии
Bush_12491;young pink camellia;young pink camellia;Pink-Kamelienbüschlein;camelia rosa joven;camelia rosa joven;jeune camélia rose;jeune camélia rose;camelia rosa giovane;jonge roze camelia;粉红山茶花小树;粉紅山茶花小樹;ピンクのツバキのわかぎ;어린 핑크색 동백나무;кустик розовой камелии
Bush_12492;pink-camellia bush;pink-camellia bush;Pink-Kamelie;camelia rosa adulta;camelia rosa adulta;buisson de camélia rose;buisson de camélia rose;camelia rosa adulta;roze camelia;粉红山茶花树;粉紅山茶花樹;ピンクのツバキのき;핑크색 동백나무;куст розовой камелии
Bush_12747;white-azalea nursery;white-azalea nursery;Gartenazaleenspross;azalea blanca retoño;azalea blanca retoño;serre d'azalées blanches;germe d'azalées blanches;piantina di azalea bianca;kleine jonge witte azalea⁠;白色杜鹃花幼苗;白色杜鵑花幼苗;しろいツツジのようぼく;하얀 진달래 유목;саженец белой азалии
Bush_12748;pink-azalea nursery;pink-azalea nursery;Heckenazaleenspross;azalea rosa retoño;azalea rosa retoño;serre d'azalées roses;germe d'azalées roses;piantina di azalea rosa;kleine jonge roze azalea⁠;粉红杜鹃花幼苗;粉紅杜鵑花幼苗;ピンクのツツジのようぼく;핑크색 진달래 유목;саженец розовой азалии
Bush_12749;blue-hydrangea nursery;blue-hydrangea nursery;Seehortensienspross;hortensia azul retoño;hortensia azul retoño;serre d'hortensias bleus;germe d'hortensias bleus;piantina di ortensia blu;kl. jonge blauwe hortensia;蓝色绣球花幼苗;藍色繡球花幼苗;あおいアジサイのようぼく;파란 수국 유목;саженец синей гортензии
Bush_12750;pink-hydrangea nursery;pink-hydrangea nursery;Abendhortensienspross;hortensia rosa retoño;hortensia rosa retoño;serre d'hortensias roses;germe d'hortensias roses;piantina di ortensia viola;kleine jonge roze hortensia;粉红绣球花幼苗;粉紅繡球花幼苗;ピンクのアジサイのようぼく;핑크색 수국 유목;саженец розов. гортензии
Bush_12751;yellow-hibiscus nursery;yellow-hibiscus nursery;Sommerhibiskusspross;hibisco amarillo retoño;hibisco amarillo retoño;serre d'hibiscus jaunes;germe d'hibiscus jaunes;piantina di ibisco giallo;kleine jonge gele hibiscus;黄色扶桑花幼苗;黃色扶桑花幼苗;きいろいハイビスカスのようぼく;노란 히비스커스 유목;саженец желт. гибискуса
Bush_12752;red-hibiscus nursery;red-hibiscus nursery;Bluthibiskusspross;hibisco rojo retoño;hibisco rojo retoño;serre d'hibiscus rouges;germe d'hibiscus rouges;piantina di ibisco rosso;kleine jonge rode hibiscus;红色扶桑花幼苗;紅色扶桑花幼苗;あかいハイビスカスのようぼく;빨간 히비스커스 유목;саженец красн. гибискуса
Bush_12753;yellow-tea-olive nursery;yellow-tea-olive nursery;Gelb-Duftblütenspross;olivo olor. amarillo retoño;olivo olor. amarillo retoño;serre d'osmanthus jaunes;germe d'osmanthus jaunes;piantina di osmanto giallo;kl. jonge gele schijnhulst;黄色桂花幼苗;黃色桂花幼苗;きいろいキンモクセイのようぼく;노란 금목서 유목;саженец желт. османтуса
Bush_12754;orange-tea-olive nursery;orange-tea-olive nursery;Honig-Duftblütenspross;olivo olor. naranja retoño;olivo olor. naranja retoño;serre d'osmanthus orange;germe d'osmanthus orange;piantina di osmanto arancio;kl. jonge oranje schijnhulst;橙色桂花幼苗;橘色桂花幼苗;オレンジキンモクセイのようぼく;오렌지색 금목서 유목;саженец оранж. османтуса
Bush_12755;red-camellia nursery;red-camellia nursery;Rot-Kamelienspross;camelia roja retoño;camelia roja retoño;serre de camélias rouges;germe de camélias rouges;piantina di camelia rossa;kleine jonge rode camelia;红色山茶花幼苗;紅色山茶花幼苗;あかいツバキのようぼく;빨간 동백 유목;саженец красной камелии
Bush_12756;pink-camellia nursery;pink-camellia nursery;Pink-Kamelienspross;camelia rosa retoño;camelia rosa retoño;serre de camélias roses;germe de camélias roses;piantina di camelia rosa;kleine jonge roze camelia;粉红山茶花幼苗;粉紅山茶花幼苗;ピンクのツバキのようぼく;핑크색 동백 유목;саженец розовой камелии
Bush_12757;holly nursery;holly nursery;Stechpalmenspross;acebo retoño;acebo retoño;serre de houx;germe de houx;piantina di agrifoglio;kleine jonge hulst;柊树幼苗;柊樹幼苗;ヒイラギのようぼく;호랑가시나무 유목;саженец остролиста
BushSeedling_02820;white-azalea start;white-azalea start;Gartenazaleensetzling;azalea blanca de vivero;azalea blanca de vivero;pousse d'azalée blanche;pousse d'azalée blanche;germoglio di azalea bianca;witte-azalea⁠-zaailing;白色杜鹃花苗;白色杜鵑花苗;しろいツツジのなえ;하얀 진달래 묘목;побег белой азалии
BushSeedling_02820_pl;white-azalea starts;white-azalea starts;Gartenazaleensetzlinge;azaleas blancas de vivero;azaleas blancas de vivero;pousses d'azalées blanches;pousses d'azalées blanches;germogli di azalea bianca;witte-azalea-zaailingen;白色杜鹃花苗;白色杜鵑花苗;しろいツツジのなえ;하얀 진달래 묘목;побеги белой азалии
BushSeedling_03019;red-hibiscus start;red-hibiscus start;Bluthibiskussetzling;hibisco rojo de vivero;hibisco rojo de vivero;pousse d'hibiscus rouge;pousse d'hibiscus rouge;germoglio di ibisco rosso;rode-hibiscus-zaailing;红色扶桑花苗;紅色扶桑花苗;あかいハイビスカスのなえ;빨간 히비스커스 묘목;побег красного гибискуса
BushSeedling_03019_pl;red-hibiscus starts;red-hibiscus starts;Bluthibiskussetzlinge;hibiscos rojos de vivero;hibiscos rojos de vivero;pousses d'hibiscus rouges;pousses d'hibiscus rouges;germogli di ibisco rosso;rode-hibiscus-zaailingen;红色扶桑花苗;紅色扶桑花苗;あかいハイビスカスのなえ;빨간 히비스커스 묘목;побеги красн. гибискуса
BushSeedling_03024;holly start;holly start;Stechpalmensetzling;acebo de vivero;acebo de vivero;pousse de houx;pousse de houx;germoglio di agrifoglio;hulstzaailing;柊树苗;柊樹苗;ヒイラギのなえ;호랑가시나무 묘목;побег остролиста
BushSeedling_03024_pl;holly starts;holly starts;Stechpalmensetzlinge;acebos de vivero;acebos de vivero;pousses de houx;pousses de houx;germogli di agrifoglio;hulstzaailingen;柊树苗;柊樹苗;ヒイラギのなえ;호랑가시나무 묘목;побеги остролиста
BushSeedling_03786;pink-azalea start;pink-azalea start;Heckenazaleensetzling;azalea rosa de vivero;azalea rosa de vivero;pousse d'azalée rose;pousse d'azalée rose;germoglio di azalea rosa;roze-azalea-zaailing;粉红杜鹃花苗;粉紅杜鵑花苗;ピンクのツツジのなえ;핑크색 진달래 묘목;побег розовой азалии
BushSeedling_03786_pl;pink-azalea starts;pink-azalea starts;Heckenazaleensetzlinge;azaleas rosas de vivero;azaleas rosas de vivero;pousses d'azalées roses;pousses d'azalées roses;germogli di azalea rosa;roze-azalea-zaailingen;粉红杜鹃花苗;粉紅杜鵑花苗;ピンクのツツジのなえ;핑크색 진달래 묘목;побеги розовой азалии
BushSeedling_03790;yellow-hibiscus start;yellow-hibiscus start;Sommerhibiskussetzling;hibisco amarillo de vivero;hibisco amarillo de vivero;pousse d'hibiscus jaune;pousse d'hibiscus jaune;germoglio di ibisco giallo;gele-hibiscus-zaailing;黄色扶桑花苗;黃色扶桑花苗;きいろいハイビスカスのなえ;노란 히비스커스 묘목;побег желтого гибискуса
BushSeedling_03790_pl;yellow-hibiscus starts;yellow-hibiscus starts;Sommerhibiskussetzlinge;hibiscos amarillos de vivero;hibiscos amarillos de vivero;pousses d'hibiscus jaunes;pousses d'hibiscus jaunes;germogli di ibisco giallo;gele-hibiscus-zaailingen;黄色扶桑花苗;黃色扶桑花苗;きいろいハイビスカスのなえ;노란 히비스커스 묘목;побеги желтого гибискуса
BushSeedling_03794;pink-hydrangea start;pink-hydrangea start;Abendhortensiensetzling;hortensia rosa de vivero;hortensia rosa de vivero;pousse d'hortensia rose;pousse d'hortensia rose;germoglio di ortensia viola;roze-hortensia-zaailing;粉红绣球花苗;粉紅繡球花苗;ピンクのアジサイのなえ;핑크색 수국 묘목;побег розовой гортензии
BushSeedling_03794_pl;pink-hydrangea starts;pink-hydrangea starts;Abendhortensiensetzlinge;hortensias rosas de vivero;hortensias rosas de vivero;pousses d'hortensias roses;pousses d'hortensias roses;germogli di ortensia viola;roze-hortensia-zaailingen;粉红绣球花苗;粉紅繡球花苗;ピンクのアジサイのなえ;핑크색 수국 묘목;побеги розов. гортензии
BushSeedling_03798;blue-hydrangea start;blue-hydrangea start;Seehortensiensetzling;hortensia azul de vivero;hortensia azul de vivero;pousse d'hortensia bleu;pousse d'hortensia bleu;germoglio di ortensia blu;blauwe-hortensia-zaailing;蓝色绣球花苗;藍色繡球花苗;あおいアジサイのなえ;파란 수국 묘목;побег синей гортензии
BushSeedling_03798_pl;blue-hydrangea starts;blue-hydrangea starts;Seehortensiensetzlinge;hortensias azules de vivero;hortensias azules de vivero;pousses d'hortensias bleus;pousses d'hortensias bleus;germogli di ortensia blu;bl.-hortensia-zaailingen;蓝色绣球花苗;藍色繡球花苗;あおいアジサイのなえ;파란 수국 묘목;побеги синей гортензии
BushSeedling_12476;yellow-tea-olive start;yellow-tea-olive start;Gelb-Duftblütensetzling;olivo olor. amarillo de vivero;olivo olor. amarillo de vivero;pousse d'osmanthus jaune;pousse d'osmanthus jaune;germoglio osmanto giallo;gele-schijnhulst-zaailing;黄色桂花苗;黃色桂花苗;きいろいキンモクセイのなえ;노란 금목서 묘목;побег желтого османтуса
BushSeedling_12476_pl;yellow-tea-olive starts;yellow-tea-olive starts;Gelb-Duftblütensetzlinge;olivos o. amarillos de vivero;olivos o. amarillos de vivero;pousses osmanthus jaunes;pousses osmanthus jaunes;germogli osmanto giallo;gele-schijnhulst-zaailingen;黄色桂花苗;黃色桂花苗;きいろいキンモクセイのなえ;노란 금목서 묘목;побеги желт. османтуса
BushSeedling_12480;orange-tea-olive start;orange-tea-olive start;Honig-Duftblütensetzling;olivo olor. naranja de vivero;olivo olor. naranja de vivero;pousse d'osmanthus orange;pousse d'osmanthus orange;germoglio osmanto arancio;oranje-schijnhulst-zaailing;橙色桂花苗;橘色桂花苗;オレンジキンモクセイのなえ;오렌지색 금목서 묘목;побег оранж. османтуса
BushSeedling_12480_pl;orange-tea-olive starts;orange-tea-olive starts;Honig-Duftblütensetzlinge;olivos o. naranjas de vivero;olivos o. naranjas de vivero;pousses osmanthus orange;pousses osmanthus orange;germogli osmanto arancio;o.-schijnhulst-zaailingen;橙色桂花苗;橘色桂花苗;オレンジキンモクセイのなえ;오렌지색 금목서 묘목;побеги оранж. османтуса
BushSeedling_12487;red-camellia start;red-camellia start;Rot-Kameliensetzling;camelia roja de vivero;camelia roja de vivero;pousse de camélia rouge;pousse de camélia rouge;germoglio di camelia rossa;rode-camelia-zaailing;红色山茶花苗;紅色山茶花苗;あかいツバキのなえ;빨간 동백 묘목;побег красной камелии
BushSeedling_12487_pl;red-camellia starts;red-camellia starts;Rot-Kameliensetzlinge;camelias rojas de vivero;camelias rojas de vivero;pousses de camélias rouges;pousses de camélias rouges;germogli di camelia rossa;rode-camelia-zaailingen;红色山茶花苗;紅色山茶花苗;あかいツバキのなえ;빨간 동백 묘목;побеги красной камелии
BushSeedling_12490;pink-camellia start;pink-camellia start;Pink-Kameliensetzling;camelia rosa de vivero;camelia rosa de vivero;pousse de camélia rose;pousse de camélia rose;germoglio di camelia rosa;roze-camelia-zaailing;粉红山茶花苗;粉紅山茶花苗;ピンクのツバキのなえ;핑크색 동백 묘목;побег розовой камелии
BushSeedling_12490_pl;pink-camellia starts;pink-camellia starts;Pink-Kameliensetzlinge;camelias rosas de vivero;camelias rosas de vivero;pousses de camélias roses;pousses de camélias roses;germogli di camelia rosa;roze-camelia-zaailingen;粉红山茶花苗;粉紅山茶花苗;ピンクのツバキのなえ;핑크색 동백 묘목;побеги розовой камелии
Flower_02304;red cosmos;red cosmos;Rotcosmea;cosmos rojo;cosmos rojo;cosmos rouge;cosmos rouge;cosmea rossa;rode cosmea;红色波斯菊;紅色波斯菊;あかいコスモス;빨간 코스모스;красная космея
Flower_02304_pl;red cosmos;red cosmos;Rotcosmeen;cosmos rojos;cosmos rojos;cosmos rouges;cosmos rouges;cosmee rosse;rode cosmea's;红色波斯菊;紅色波斯菊;あかいコスモス;빨간 코스모스;красные космеи
Flower_02305;white cosmos;white cosmos;Weißcosmea;cosmos blanco;cosmos blanco;cosmos blanc;cosmos blanc;cosmea bianca;witte cosmea;白色波斯菊;白色波斯菊;しろいコスモス;하얀 코스모스;белая космея
Flower_02305_pl;white cosmos;white cosmos;Weißcosmeen;cosmos blancos;cosmos blancos;cosmos blancs;cosmos blancs;cosmee bianche;witte cosmea's;白色波斯菊;白色波斯菊;しろいコスモス;하얀 코스모스;белые космеи
Flower_02863;yellow cosmos;yellow cosmos;Gelbcosmea;cosmos amarillo;cosmos amarillo;cosmos jaune;cosmos jaune;cosmea gialla;gele cosmea;黄色波斯菊;黃色波斯菊;きいろいコスモス;노란 코스모스;желтая космея
Flower_02863_pl;yellow cosmos;yellow cosmos;Gelbcosmeen;cosmos amarillos;cosmos amarillos;cosmos jaunes;cosmos jaunes;cosmee gialle;gele cosmea's;黄色波斯菊;黃色波斯菊;きいろいコスモス;노란 코스모스;желтые космеи
Flower_02867;pink cosmos;pink cosmos;Pinkcosmea;cosmos rosa;cosmos rosa;cosmos rose;cosmos rose;cosmea rosa;roze cosmea;粉红波斯菊;粉紅波斯菊;ピンクのコスモス;핑크색 코스모스;розовая космея
Flower_02867_pl;pink cosmos;pink cosmos;Pinkcosmeen;cosmos rosas;cosmos rosas;cosmos roses;cosmos roses;cosmee rosa;roze cosmea's;粉红波斯菊;粉紅波斯菊;ピンクのコスモス;핑크색 코스모스;розовые космеи
Flower_02871;orange cosmos;orange cosmos;Orangecosmea;cosmos naranja;cosmos naranja;cosmos orange;cosmos orange;cosmea arancione;oranje cosmea;橘色波斯菊;橘色波斯菊;オレンジのコスモス;오렌지색 코스모스;оранжевая космея
Flower_02871_pl;orange cosmos;orange cosmos;Orangecosmeen;cosmos naranjas;cosmos naranjas;cosmos orange;cosmos orange;cosmee arancioni;oranje cosmea's;橘色波斯菊;橘色波斯菊;オレンジのコスモス;오렌지색 코스모스;оранжевые космеи
Flower_02875;black cosmos;black cosmos;Schwarzcosmea;cosmos negro;cosmos negro;cosmos noir;cosmos noir;cosmea nera;zwarte cosmea;黑色波斯菊;黑色波斯菊;くろいコスモス;검정 코스모스;черная космея
Flower_02875_pl;black cosmos;black cosmos;Schwarzcosmeen;cosmos negros;cosmos negros;cosmos noirs;cosmos noirs;cosmee nere;zwarte cosmea's;黑色波斯菊;黑色波斯菊;くろいコスモス;검정 코스모스;черные космеи
Flower_02879;white tulips;white tulips;Triumphtulpe;tulipán blanco;tulipán blanco;tulipe blanche;tulipe blanche;tulipano bianco;witte tulp;白色郁金香;白色鬱金香;しろいチューリップ;하얀 튤립;белый тюльпан
Flower_02879_pl;white tulips;white tulips;Triumphtulpen;tulipanes blancos;tulipanes blancos;tulipes blanches;tulipes blanches;tulipani bianchi;witte tulpen;白色郁金香;白色鬱金香;しろいチューリップ;하얀 튤립;белые тюльпаны
Flower_02883;red tulips;red tulips;Papageitulpe;tulipán rojo;tulipán rojo;tulipe rouge;tulipe rouge;tulipano rosso;rode tulp;红色郁金香;紅色鬱金香;あかいチューリップ;빨간 튤립;красный тюльпан
Flower_02883_pl;red tulips;red tulips;Papageitulpen;tulipanes rojos;tulipanes rojos;tulipes rouges;tulipes rouges;tulipani rossi;rode tulpen;红色郁金香;紅色鬱金香;あかいチューリップ;빨간 튤립;красные тюльпаны
Flower_02887;yellow tulips;yellow tulips;Viridifloratulpe;tulipán amarillo;tulipán amarillo;tulipe jaune;tulipe jaune;tulipano giallo;gele tulp;黄色郁金香;黃色鬱金香;きいろいチューリップ;노란 튤립;желтый тюльпан
Flower_02887_pl;yellow tulips;yellow tulips;Viridifloratulpen;tulipanes amarillos;tulipanes amarillos;tulipes jaunes;tulipes jaunes;tulipani gialli;gele tulpen;黄色郁金香;黃色鬱金香;きいろいチューリップ;노란 튤립;желтые тюльпаны
Flower_02891;pink tulips;pink tulips;Grengjer-Tulpe;tulipán rosa;tulipán rosa;tulipe rose;tulipe rose;tulipano rosa;roze tulp;粉红郁金香;粉紅鬱金香;ピンクのチューリップ;핑크색 튤립;розовый тюльпан
Flower_02891_pl;pink tulips;pink tulips;Grengjer-Tulpen;tulipanes rosas;tulipanes rosas;tulipes roses;tulipes roses;tulipani rosa;roze tulpen;粉红郁金香;粉紅鬱金香;ピンクのチューリップ;핑크색 튤립;розовые тюльпаны
Flower_02895;orange tulips;orange tulips;Flachlandtulpe;tulipán naranja;tulipán naranja;tulipe orange;tulipe orange;tulipano arancione;oranje tulp;橘色郁金香;橘色鬱金香;オレンジのチューリップ;오렌지색 튤립;оранжевый тюльпан
Flower_02895_pl;orange tulips;orange tulips;Flachlandtulpen;tulipanes naranjas;tulipanes naranjas;tulipes orange;tulipes orange;tulipani arancioni;oranje tulpen;橘色郁金香;橘色鬱金香;オレンジのチューリップ;오렌지색 튤립;оранжевые тюльпаны
Flower_02899;purple tulips;purple tulips;Wildtulpe;tulipán violeta;tulipán morado;tulipe mauve;tulipe mauve;tulipano indaco;paarse tulp;紫色郁金香;紫色鬱金香;むらさきチューリップ;보라색 튤립;фиолетовый тюльпан
Flower_02899_pl;purple tulips;purple tulips;Wildtulpen;tulipanes violetas;tulipanes morados;tulipes mauves;tulipes mauves;tulipani indaco;paarse tulpen;紫色郁金香;紫色鬱金香;むらさきチューリップ;보라색 튤립;фиолетовые тюльпаны
Flower_02903;black tulips;black tulips;Römertulpe;tulipán negro;tulipán negro;tulipe noire;tulipe noire;tulipano nero;zwarte tulp;黑色郁金香;黑色鬱金香;くろいチューリップ;검정 튤립;черный тюльпан
Flower_02903_pl;black tulips;black tulips;Römertulpen;tulipanes negros;tulipanes negros;tulipes noires;tulipes noires;tulipani neri;zwarte tulpen;黑色郁金香;黑色鬱金香;くろいチューリップ;검정 튤립;черные тюльпаны
Flower_02907;white pansies;white pansies;Pfingstveilchen;viola blanca;viola blanca;pensée blanche;pensée blanche;viola bianca;wit viooltje;白色三色堇;白色三色堇;しろいパンジー;하얀 팬지;белая фиалка
Flower_02907_pl;white pansies;white pansies;Pfingstveilchen;violas blancas;violas blancas;pensées blanches;pensées blanches;viole bianche;witte viooltjes;白色三色堇;白色三色堇;しろいパンジー;하얀 팬지;белые фиалки
Flower_02911;red pansies;red pansies;Alpenveilchen;viola roja;viola roja;pensée rouge;pensée rouge;viola rossa;rood viooltje;红色三色堇;紅色三色堇;あかいパンジー;빨간 팬지;красная фиалка
Flower_02911_pl;red pansies;red pansies;Alpenveilchen;violas rojas;violas rojas;pensées rouges;pensées rouges;viole rosse;rode viooltjes;红色三色堇;紅色三色堇;あかいパンジー;빨간 팬지;красные фиалки
Flower_02915;yellow pansies;yellow pansies;Hornveilchen;viola amarilla;viola amarilla;pensée jaune;pensée jaune;viola gialla;geel viooltje;黄色三色堇;黃色三色堇;きいろいパンジー;노란 팬지;желтая фиалка
Flower_02915_pl;yellow pansies;yellow pansies;Hornveilchen;violas amarillas;violas amarillas;pensées jaunes;pensées jaunes;viole gialle;gele viooltjes;黄色三色堇;黃色三色堇;きいろいパンジー;노란 팬지;желтые фиалки
Flower_02919;orange pansies;orange pansies;Stiefmütterchen;viola roja/amarilla;viola roja/amarilla;pensée orange;pensée orange;viola arancione;oranje viooltje;红黄三色堇;紅黃三色堇;あかきいろパンジー;2색 팬지;оранжевая фиалка
Flower_02919_pl;orange pansies;orange pansies;Stiefmütterchen;violas rojas/amarillas;violas rojas/amarillas;pensées orange;pensées orange;viole arancioni;oranje viooltjes;红黄三色堇;紅黃三色堇;あかきいろパンジー;2색 팬지;оранжевые фиалки
Flower_02923;purple pansies;purple pansies;Hainveilchen;viola violeta;viola morada;pensée mauve;pensée mauve;viola indaco;paars viooltje;紫色三色堇;紫色三色堇;むらさきのパンジー;보라색 팬지;фиолетовая фиалка
Flower_02923_pl;purple pansies;purple pansies;Hainveilchen;violas violetas;violas moradas;pensées mauves;pensées mauves;viole indaco;paarse viooltjes;紫色三色堇;紫色三色堇;むらさきのパンジー;보라색 팬지;фиолетовые фиалки
Flower_02927;blue pansies;blue pansies;Duftveilchen;viola azul;viola azul;pensée bleue;pensée bleue;viola blu;blauw viooltje;蓝色三色堇;藍色三色堇;あおいパンジー;파란 팬지;синяя фиалка
Flower_02927_pl;blue pansies;blue pansies;Duftveilchen;violas azules;violas azules;pensées bleues;pensées bleues;viole blu;blauwe viooltjes;蓝色三色堇;藍色三色堇;あおいパンジー;파란 팬지;синие фиалки
Flower_02931;white roses;white roses;Unschuldsrose;rosa blanca;rosa blanca;rose blanche;rose blanche;rosa bianca;witte roos;白色玫瑰;白色玫瑰;しろいバラ;하얀 장미;белая роза
Flower_02931_pl;white roses;white roses;Unschuldsrosen;rosas blancas;rosas blancas;roses blanches;roses blanches;rose bianche;witte rozen;白色玫瑰;白色玫瑰;しろいバラ;하얀 장미;белые розы
Flower_02935;red roses;red roses;Liebesrose;rosa roja;rosa roja;rose rouge;rose rouge;rosa rossa;rode roos;红色玫瑰;紅色玫瑰;あかいバラ;빨간 장미;красная роза
Flower_02935_pl;red roses;red roses;Liebesrosen;rosas rojas;rosas rojas;roses rouges;roses rouges;rose rosse;rode rozen;红色玫瑰;紅色玫瑰;あかいバラ;빨간 장미;красные розы
